year,rank,title,artist,modified_title,modified_artist
1954,12,"""This Ole House""",Rosemary Clooney with Buddy Cole,This Ole House,Rosemary Clooney
1954,13,"""I Need You Now""",Eddie Fisher with Hugo Winterhalter,I Need You Now,Eddie Fisher
1954,14,"""Cross Over the Bridge""",Patti Page,Cross Over the Bridge,Patti Page
1954,15,"""The Little Shoemaker""",The Gaylords,The Little Shoemaker,The Gaylords
1954,16,"""That's Amore""",Dean Martin,That's Amore,Dean Martin
1954,17,"""The Happy Wanderer""",Frank Weir,The Happy Wanderer,Frank Weir
1954,18,"""Answer Me, My Love""",Nat King Cole,"Answer Me, My Love",Nat King Cole
1954,19,"""Stranger in Paradise""",Tony Bennett,Stranger in Paradise,Tony Bennett
1954,20,"""If I Give My Heart to You""",Doris Day,If I Give My Heart to You,Doris Day
1954,21,"""If You Love Me (Really Love Me)""",Kay Starr,If You Love Me (Really Love Me),Kay Starr
1954,22,"""Skokiaan""",Ralph Marterie,Skokiaan,Ralph Marterie
1954,23,"""Hold My Hand""",Don Cornell,Hold My Hand,Don Cornell
1954,24,"""Changing Partners""",Patti Page,Changing Partners,Patti Page
1954,25,"""Papa Loves Mambo""",Perry Como,Papa Loves Mambo,Perry Como
1954,26,"""Shake, Rattle and Roll""",Bill Haley & His Comets,"Shake, Rattle and Roll",Bill Haley
1954,27,"""Rags to Riches""",Tony Bennett with Percy Faith,Rags to Riches,Tony Bennett
1954,28,"""In the Chapel in the Moonlight""",Kitty Kallen,In the Chapel in the Moonlight,Kitty Kallen
1954,29,"""Stranger in Paradise""",The Four Aces,Stranger in Paradise,The Four Aces
1954,30,"""Here""",Tony Martin,Here,Tony Martin
1955,1,"""Cherry Pink And Apple Blossom White""",Perez Prado,Cherry Pink And Apple Blossom White,Perez Prado
1955,2,"""Rock Around the Clock""",Bill Haley & His Comets,Rock Around the Clock,Bill Haley
1955,3,"""The Yellow Rose of Texas""",Mitch Miller,The Yellow Rose of Texas,Mitch Miller
1955,4,"""Autumn Leaves""",Roger Williams,Autumn Leaves,Roger Williams
1955,5,"""Unchained Melody""",Les Baxter,Unchained Melody,Les Baxter
1955,6,"""The Ballad of Davy Crockett""",Bill Hayes,The Ballad of Davy Crockett,Bill Hayes
1955,7,"""Love Is a Many-Splendored Thing""",The Four Aces,Love Is a Many-Splendored Thing,The Four Aces
1955,8,"""Sincerely""",The McGuire Sisters,Sincerely,The McGuire Sisters
1955,9,"""Ain't That a Shame""",Pat Boone,Ain't That a Shame,Pat Boone
1955,10,"""The Wallflower (Dance with Me, Henry)""",Georgia Gibbs,"The Wallflower (Dance with Me, Henry)",Georgia Gibbs
1955,11,"""The Crazy Otto Medley""",Johnny Maddox,The Crazy Otto Medley,Johnny Maddox
1955,12,"""Melody of Love""",Billy Vaughn,Melody of Love,Billy Vaughn
1955,13,"""Sixteen Tons""",Tennessee Ernie Ford,Sixteen Tons,Tennessee Ernie Ford
1955,14,"""Learnin' the Blues""",Frank Sinatra,Learnin' the Blues,Frank Sinatra
1955,15,"""Hearts of Stone""",The Fontane Sisters,Hearts of Stone,The Fontane Sisters
1955,16,"""Tweedle Dee""",Georgia Gibbs,Tweedle Dee,Georgia Gibbs
1955,17,"""Moments to Remember""",The Four Lads,Moments to Remember,The Four Lads
1955,18,"""Mr. Sandman""",The Chordettes,Mr. Sandman,The Chordettes
1955,19,"""Let Me Go, Lover!""",Joan Weber,"Let Me Go, Lover!",Joan Weber
1955,20,"""A Blossom Fell""",Nat King Cole,A Blossom Fell,Nat King Cole
1955,21,"""Unchained Melody""",Al Hibbler,Unchained Melody,Al Hibbler
1955,22,"""The Ballad of Davy Crockett""",Fess Parker,The Ballad of Davy Crockett,Fess Parker
1955,23,"""Honey-Babe""",Art Mooney,Honey-Babe,Art Mooney
1955,24,"""The Ballad of Davy Crockett""",Tennessee Ernie Ford,The Ballad of Davy Crockett,Tennessee Ernie Ford
1955,25,"""Ko Ko Mo (I Love You So)""",Perry Como,Ko Ko Mo (I Love You So),Perry Como
1955,26,"""Hard to Get""",Gisele MacKenzie,Hard to Get,Gisele MacKenzie
1955,27,"""The Naughty Lady of Shady Lane""",The Ames Brothers,The Naughty Lady of Shady Lane,The Ames Brothers
1955,28,"""That's All I Want from You""",Jaye P. Morgan,That's All I Want from You,Jaye P. Morgan
1955,29,"""Only You (And You Alone)""",The Platters,Only You (And You Alone),The Platters
1955,30,"""It's a Sin to Tell a Lie""",Somethin' Smith and the Redheads,It's a Sin to Tell a Lie,Somethin' Smith
1956,1,"""Heartbreak Hotel""",Elvis Presley,Heartbreak Hotel,Elvis Presley
1956,2,"""Don't Be Cruel""",Elvis Presley,Don't Be Cruel,Elvis Presley
1956,3,"""Lisbon Antigua""",Nelson Riddle,Lisbon Antigua,Nelson Riddle
1956,4,"""My Prayer""",The Platters,My Prayer,The Platters
1956,5,"""The Wayward Wind""",Gogi Grant,The Wayward Wind,Gogi Grant
1956,6,"""Hound Dog""",Elvis Presley,Hound Dog,Elvis Presley
1956,7,"""The Poor People of Paris""",Les Baxter,The Poor People of Paris,Les Baxter
1956,8,"""Que Sera, Sera (Whatever Will Be, Will Be)""",Doris Day,"Que Sera, Sera (Whatever Will Be, Will Be)",Doris Day
1956,9,"""Memories Are Made of This""",Dean Martin,Memories Are Made of This,Dean Martin
1956,10,"""(The) Rock and Roll Waltz""",Kay Starr,(The) Rock and Roll Waltz,Kay Starr
1956,11,"""Moonglow and Theme from Picnic""",Morris Stoloff,Moonglow and Theme from Picnic,Morris Stoloff
1956,12,"""The Great Pretender""",The Platters,The Great Pretender,The Platters
1956,13,"""I Almost Lost My Mind""",Pat Boone,I Almost Lost My Mind,Pat Boone
1956,14,"""I Want You, I Need You, I Love You""",Elvis Presley,"I Want You, I Need You, I Love You",Elvis Presley
1956,15,"""Love Me Tender""",Elvis Presley,Love Me Tender,Elvis Presley
1956,16,"""Hot Diggity (Dog Ziggity Boom)""",Perry Como,Hot Diggity (Dog Ziggity Boom),Perry Como
1956,17,"""Canadian Sunset""",Eddie Heywood & Hugo Winterhalter,Canadian Sunset,Eddie Heywood
1956,18,"""Blue Suede Shoes""",Carl Perkins,Blue Suede Shoes,Carl Perkins
1956,19,"""Green Door""",Jim Lowe,Green Door,Jim Lowe
1956,20,"""No, Not Much""",The Four Lads,"No, Not Much",The Four Lads
1956,21,"""Honky Tonk""",Bill Doggett,Honky Tonk,Bill Doggett
1956,22,"""Sixteen Tons""",Tennessee Ernie Ford,Sixteen Tons,Tennessee Ernie Ford
1956,23,"""Just Walkin' in the Rain""",Johnnie Ray,Just Walkin' in the Rain,Johnnie Ray
1956,24,"""Allegheny Moon""",Patti Page,Allegheny Moon,Patti Page
1956,25,"""I'm in Love Again""",Fats Domino,I'm in Love Again,Fats Domino
1956,26,"""Tonight You Belong to Me""",Patience and Prudence,Tonight You Belong to Me,Patience
1956,27,"""Be-Bop-A-Lula""",Gene Vincent,Be-Bop-A-Lula,Gene Vincent
1956,28,"""Why Do Fools Fall in Love""",Frankie Lymon and the Teenagers,Why Do Fools Fall in Love,Frankie Lymon
1956,29,"""Standing on the Corner""",The Four Lads,Standing on the Corner,The Four Lads
1956,30,"""The Flying Saucer""",Buchanan & Goodman,The Flying Saucer,Buchanan
1956,31,"""Moonglow and Theme from Picnic""",George Cates,Moonglow and Theme from Picnic,George Cates
1956,32,"""Ivory Tower""",Cathy Carr,Ivory Tower,Cathy Carr
1956,33,"""See You Later Alligator""",Bill Haley & His Comets,See You Later Alligator,Bill Haley
1956,34,"""I'll Be Home""",Pat Boone,I'll Be Home,Pat Boone
1956,35,"""On the Street Where You Live""",Vic Damone,On the Street Where You Live,Vic Damone
1956,36,"""(You've Got) The Magic Touch""",The Platters,(You've Got) The Magic Touch,The Platters
1956,37,"""Born to Be with You""",The Chordettes,Born to Be with You,The Chordettes
1956,38,"""Band of Gold""",Don Cherry,Band of Gold,Don Cherry
1956,39,"""More""",Perry Como,More,Perry Como
1956,40,"""Singing the Blues""",Guy Mitchell,Singing the Blues,Guy Mitchell
1956,41,"""Blueberry Hill""",Fats Domino,Blueberry Hill,Fats Domino
1956,42,"""The Fool""",Sanford Clark,The Fool,Sanford Clark
1956,43,"""The Happy Whistler""",Don Robertson,The Happy Whistler,Don Robertson
1956,44,"""True Love""",Bing Crosby & Grace Kelly,True Love,Bing Crosby
1956,45,"""Long Tall Sally""",Little Richard,Long Tall Sally,Little Richard
1956,46,"""A Sweet Old Fashioned Girl""",Teresa Brewer,A Sweet Old Fashioned Girl,Teresa Brewer
1956,47,"""Transfusion""",Nervous Norvus,Transfusion,Nervous Norvus
1956,48,"""It Only Hurts for a Little While""",The Ames Brothers,It Only Hurts for a Little While,The Ames Brothers
1956,49,"""A Tear Fell""",Teresa Brewer,A Tear Fell,Teresa Brewer
1956,50,"""Rock Island Line""",Lonnie Donegan,Rock Island Line,Lonnie Donegan
1957,1,"""All Shook Up""",Elvis Presley,All Shook Up,Elvis Presley
1957,2,"""Love Letters in the Sand""",Pat Boone,Love Letters in the Sand,Pat Boone
1957,3,"""Little Darlin'""",The Diamonds,Little Darlin',The Diamonds
1957,4,"""Young Love""",Tab Hunter,Young Love,Tab Hunter
1957,5,"""So Rare""",Jimmy Dorsey,So Rare,Jimmy Dorsey
1957,6,"""Don't Forbid Me""",Pat Boone,Don't Forbid Me,Pat Boone
1957,7,"""Singing the Blues""",Guy Mitchell,Singing the Blues,Guy Mitchell
1957,8,"""Young Love""",Sonny James,Young Love,Sonny James
1957,9,"""Too Much""",Elvis Presley,Too Much,Elvis Presley
1957,10,"""Round and Round""",Perry Como,Round and Round,Perry Como
1957,11,"""Bye Bye Love""",The Everly Brothers,Bye Bye Love,The Everly Brothers
1957,12,"""Tammy""",Debbie Reynolds,Tammy,Debbie Reynolds
1957,13,"""Party Doll""",Buddy Knox,Party Doll,Buddy Knox
1957,14,"""Teddy Bear""",Elvis Presley,Teddy Bear,Elvis Presley
1957,15,"""Day-O (The Banana Boat Song)""",Harry Belafonte,Day-O (The Banana Boat Song),Harry Belafonte
1957,16,"""Jailhouse Rock""",Elvis Presley,Jailhouse Rock,Elvis Presley
1957,17,"""A White Sport Coat (and a Pink Carnation)""",Marty Robbins,A White Sport Coat (and a Pink Carnation),Marty Robbins
1957,18,"""Come Go with Me""",The Del-Vikings,Come Go with Me,The Del-Vikings
1957,19,"""Wake Up Little Susie""",The Everly Brothers,Wake Up Little Susie,The Everly Brothers
1957,20,"""You Send Me""",Sam Cooke,You Send Me,Sam Cooke
1957,21,"""Searchin'""",The Coasters,Searchin',The Coasters
1957,22,"""School Days""",Chuck Berry,School Days,Chuck Berry
1957,23,"""Gone""",Ferlin Husky,Gone,Ferlin Husky
1957,24,"""Diana""",Paul Anka,Diana,Paul Anka
1957,25,"""A Teenager's Romance""",Ricky Nelson,A Teenager's Romance,Ricky Nelson
1957,26,"""The Banana Boat Song""",The Tarriers,The Banana Boat Song,The Tarriers
1957,27,"""Honeycomb""",Jimmie Rodgers,Honeycomb,Jimmie Rodgers
1957,28,"""Whole Lotta Shakin' Goin On""",Jerry Lee Lewis,Whole Lotta Shakin' Goin On,Jerry Lee Lewis
1957,29,"""Dark Moon""",Gale Storm,Dark Moon,Gale Storm
1957,30,"""That'll Be the Day""",The Crickets,That'll Be the Day,The Crickets
1957,31,"""Butterfly""",Charlie Gracie,Butterfly,Charlie Gracie
1957,32,"""Moonlight Gambler""",Frankie Laine,Moonlight Gambler,Frankie Laine
1957,33,"""Teen-Age Crush""",Tommy Sands,Teen-Age Crush,Tommy Sands
1957,34,"""It's Not for Me to Say""",Johnny Mathis,It's Not for Me to Say,Johnny Mathis
1957,35,"""Silhouettes""",The Rays,Silhouettes,The Rays
1957,36,"""Butterfly""",Andy Williams,Butterfly,Andy Williams
1957,37,"""Marianne""",The Easy Riders,Marianne,The Easy Riders
1957,38,"""I'm Walkin'""",Fats Domino,I'm Walkin',Fats Domino
1957,39,"""Chances Are""",Johnny Mathis,Chances Are,Johnny Mathis
1957,40,"""Send for Me""",Nat King Cole,Send for Me,Nat King Cole
1957,41,"""Rainbow""",Russ Hamilton,Rainbow,Russ Hamilton
1957,42,"""Be-Bop Baby""",Ricky Nelson,Be-Bop Baby,Ricky Nelson
1957,43,"""Short Fat Fannie""",Larry Williams,Short Fat Fannie,Larry Williams
1957,44,"""Green Door""",Jim Lowe,Green Door,Jim Lowe
1957,45,"""I'm Gonna Sit Right Down and Write Myself a Letter""",Billy Williams,I'm Gonna Sit Right Down and Write Myself a Letter,Billy Williams
1957,46,"""Old Cape Cod""",Patti Page,Old Cape Cod,Patti Page
1957,47,"""Mr. Lee""",The Bobbettes,Mr. Lee,The Bobbettes
1957,48,"""Blueberry Hill""",Fats Domino,Blueberry Hill,Fats Domino
1957,49,"""Whispering Bells""",The Del-Vikings,Whispering Bells,The Del-Vikings
1957,50,"""Blue Monday""",Fats Domino,Blue Monday,Fats Domino
1958,1,"""Volare (Nel blu dipinto di blu)""",Domenico Modugno,Volare (Nel blu dipinto di blu),Domenico Modugno
1958,2,"""All I Have to Do Is Dream"" / ""Claudette""",The Everly Brothers,All I Have to Do Is Dream|Claudette,The Everly Brothers
1958,3,"""Don't"" / ""I Beg of You""",Elvis Presley,Don't|I Beg of You,Elvis Presley
1958,4,"""Witch Doctor""",David Seville,Witch Doctor,David Seville
1958,5,"""Patricia""",Perez Prado,Patricia,Perez Prado
1958,6,"""Sail Along, Silv'ry Moon"" / ""Raunchy""",Billy Vaughn,"Sail Along, Silv'ry Moon|Raunchy",Billy Vaughn
1958,7,"""Catch a Falling Star"" / ""Magic Moments""",Perry Como,Catch a Falling Star|Magic Moments,Perry Como
1958,8,"""Tequila""",The Champs,Tequila,The Champs
1958,9,"""It's All in the Game""",Tommy Edwards,It's All in the Game,Tommy Edwards
1958,10,"""Return to Me""",Dean Martin,Return to Me,Dean Martin
1958,11,"""It's Only Make Believe""",Conway Twitty,It's Only Make Believe,Conway Twitty
1958,12,"""The Purple People Eater""",Sheb Wooley,The Purple People Eater,Sheb Wooley
1958,13,"""Bird Dog"" / ""Devoted to You""",The Everly Brothers,Bird Dog|Devoted to You,The Everly Brothers
1958,14,"""Get a Job""",The Silhouettes,Get a Job,The Silhouettes
1958,15,"""Little Star""",The Elegants,Little Star,The Elegants
1958,16,"""Twilight Time""",The Platters,Twilight Time,The Platters
1958,17,"""Stood Up"" / ""Waitin' in School""",Ricky Nelson,Stood Up|Waitin' in School,Ricky Nelson
1958,18,"""He's Got the Whole World in His Hands""",Laurie London,He's Got the Whole World in His Hands,Laurie London
1958,19,"""Secretly""",Jimmie Rodgers,Secretly,Jimmie Rodgers
1958,20,"""At the Hop""",Danny & the Juniors,At the Hop,Danny
1958,21,"""Yakety Yak""",The Coasters,Yakety Yak,The Coasters
1958,22,"""Wear My Ring Around Your Neck"" / ""Doncha' Think It's Time""",Elvis Presley,Wear My Ring Around Your Neck|Doncha' Think It's Time,Elvis Presley
1958,23,"""Rockin' Robin"" / ""Over and Over""",Bobby Day,Rockin' Robin|Over and Over,Bobby Day
1958,24,"""Poor Little Fool""",Ricky Nelson,Poor Little Fool,Ricky Nelson
1958,25,"""A Wonderful Time Up There"" / ""It's Too Soon to Know""",Pat Boone,A Wonderful Time Up There|It's Too Soon to Know,Pat Boone
1958,26,"""Just a Dream""",Jimmy Clanton,Just a Dream,Jimmy Clanton
1958,27,"""Sugartime""",The McGuire Sisters,Sugartime,The McGuire Sisters
1958,28,"""Tom Dooley""",The Kingston Trio,Tom Dooley,The Kingston Trio
1958,29,"""Sweet Little Sixteen""",Chuck Berry,Sweet Little Sixteen,Chuck Berry
1958,30,"""Topsy II"" / ""Topsy I""",Cozy Cole,Topsy II|Topsy I,Cozy Cole
1958,31,"""Looking Back"" / ""Do I Like It""",Nat King Cole,Looking Back|Do I Like It,Nat King Cole
1958,32,"""Book of Love""",The Monotones,Book of Love,The Monotones
1958,33,"""Tea for Two Cha Cha""",Tommy Dorsey Orchestra & Warren Covington,Tea for Two Cha Cha,Tommy Dorsey Orchestra
1958,34,"""Tears on My Pillow""",Little Anthony and the Imperials,Tears on My Pillow,Little Anthony
1958,35,"""Short Shorts""",The Royal Teens,Short Shorts,The Royal Teens
1958,36,"""Great Balls of Fire""",Jerry Lee Lewis,Great Balls of Fire,Jerry Lee Lewis
1958,37,"""Lollipop""",The Chordettes,Lollipop,The Chordettes
1958,38,"""Splish Splash""",Bobby Darin,Splish Splash,Bobby Darin
1958,39,"""Who's Sorry Now?""",Connie Francis,Who's Sorry Now?,Connie Francis
1958,40,"""My True Love"" / ""Leroy""",Jack Scott,My True Love|Leroy,Jack Scott
1958,41,"""Endless Sleep""",Jody Reynolds,Endless Sleep,Jody Reynolds
1958,42,"""Do You Want to Dance?""",Bobby Freeman,Do You Want to Dance?,Bobby Freeman
1958,43,"""When""",The Kalin Twins,When,The Kalin Twins
1958,44,"""To Know Him Is to Love Him""",The Teddy Bears,To Know Him Is to Love Him,The Teddy Bears
1958,45,"""April Love""",Pat Boone,April Love,Pat Boone
1958,46,"""Rebel-'Rouser""",Duane Eddy,Rebel-'Rouser,Duane Eddy
1958,47,"""Oh Julie""",The Crescendos,Oh Julie,The Crescendos
1958,48,"""The Stroll""",The Diamonds,The Stroll,The Diamonds
1958,49,"""Hard Headed Woman"" / ""Don't Ask Me Why""",Elvis Presley,Hard Headed Woman|Don't Ask Me Why,Elvis Presley
1958,50,"""Peggy Sue""",Buddy Holly,Peggy Sue,Buddy Holly
1958,51,"""Oh Lonesome Me""",Don Gibson,Oh Lonesome Me,Don Gibson
1959,1,"""The Battle of New Orleans""",Johnny Horton,The Battle of New Orleans,Johnny Horton
1959,2,"""Mack the Knife""",Bobby Darin,Mack the Knife,Bobby Darin
1959,3,"""Personality""",Lloyd Price,Personality,Lloyd Price
1959,4,"""Venus""",Frankie Avalon,Venus,Frankie Avalon
1959,5,"""Lonely Boy""",Paul Anka,Lonely Boy,Paul Anka
1959,6,"""Dream Lover""",Bobby Darin,Dream Lover,Bobby Darin
1959,7,"""The Three Bells""",The Browns,The Three Bells,The Browns
1959,8,"""Come Softly to Me""",The Fleetwoods,Come Softly to Me,The Fleetwoods
1959,9,"""Kansas City""",Wilbert Harrison,Kansas City,Wilbert Harrison
1959,10,"""Mr. Blue""",The Fleetwoods,Mr. Blue,The Fleetwoods
1959,11,"""Sleep Walk""",Santo & Johnny,Sleep Walk,Santo
1959,12,"""Put Your Head on My Shoulder""",Paul Anka,Put Your Head on My Shoulder,Paul Anka
1959,13,"""Stagger Lee""",Lloyd Price,Stagger Lee,Lloyd Price
1959,14,"""Donna""",Ritchie Valens,Donna,Ritchie Valens
1959,15,"""Pink Shoe Laces""",Dodie Stevens,Pink Shoe Laces,Dodie Stevens
1959,16,"""Smoke Gets in Your Eyes""",The Platters,Smoke Gets in Your Eyes,The Platters
1959,17,"""Charlie Brown""",The Coasters,Charlie Brown,The Coasters
1959,18,"""Quiet Village""",Martin Denny,Quiet Village,Martin Denny
1959,19,"""My Heart Is an Open Book""",Carl Dobkins Jr.,My Heart Is an Open Book,Carl Dobkins Jr.
1959,20,"""(Till) I Kissed You""",The Everly Brothers,(Till) I Kissed You,The Everly Brothers
1959,21,"""Sea of Love""",Phil Phillips,Sea of Love,Phil Phillips
1959,22,"""The Happy Organ""",Dave Cortez,The Happy Organ,Dave Cortez
1959,23,"""I'm Gonna Get Married""",Lloyd Price,I'm Gonna Get Married,Lloyd Price
1959,24,"""Sorry (I Ran All the Way Home)""",The Impalas,Sorry (I Ran All the Way Home),The Impalas
1959,25,"""A Teenager in Love""",Dion and the Belmonts,A Teenager in Love,Dion
1959,26,"""16 Candles""",The Crests,16 Candles,The Crests
1959,27,"""It's Just a Matter of Time""",Brook Benton,It's Just a Matter of Time,Brook Benton
1959,28,"""Lipstick on Your Collar""",Connie Francis,Lipstick on Your Collar,Connie Francis
1959,29,"""There Goes My Baby""",The Drifters,There Goes My Baby,The Drifters
1959,30,"""A Big Hunk o' Love""",Elvis Presley,A Big Hunk o' Love,Elvis Presley
1959,31,"""Red River Rock""",Johnny and the Hurricanes,Red River Rock,Johnny
1959,32,"""Waterloo""",Stonewall Jackson,Waterloo,Stonewall Jackson
1959,33,"""Lavender Blue""",Sammy Turner,Lavender Blue,Sammy Turner
1959,34,"""(Now and Then There's) A Fool Such as I""",Elvis Presley,(Now and Then There's) A Fool Such as I,Elvis Presley
1959,35,"""Guitar Boogie Shuffle""",The Virtues,Guitar Boogie Shuffle,The Virtues
1959,36,"""Teen Beat""",Sandy Nelson,Teen Beat,Sandy Nelson
1959,37,"""Kookie, Kookie (Lend Me Your Comb)""",Edd Byrnes & Connie Stevens,"Kookie, Kookie (Lend Me Your Comb)",Edd Byrnes
1959,38,"""Tragedy""",Thomas Wayne,Tragedy,Thomas Wayne
1959,39,"""My Happiness""",Connie Francis,My Happiness,Connie Francis
1959,40,"""Tallahassee Lassie""",Freddy Cannon,Tallahassee Lassie,Freddy Cannon
1959,41,"""Tiger""",Fabian,Tiger,Fabian
1959,42,"""Never Be Anyone Else But You""",Ricky Nelson,Never Be Anyone Else But You,Ricky Nelson
1959,43,"""Don't You Know?""",Della Reese,Don't You Know?,Della Reese
1959,44,"""I Need Your Love Tonight""",Elvis Presley,I Need Your Love Tonight,Elvis Presley
1959,45,"""What a Diff'rence a Day Makes""",Dinah Washington,What a Diff'rence a Day Makes,Dinah Washington
1959,46,"""The All American Boy""",Bill Parsons,The All American Boy,Bill Parsons
1959,47,"""Primrose Lane""",Jerry Wallace,Primrose Lane,Jerry Wallace
1959,48,"""Alvin's Harmonica""",The Chipmunks,Alvin's Harmonica,The Chipmunks
1959,49,"""Lonely Street""",Andy Williams,Lonely Street,Andy Williams
1959,50,"""What'd I Say""",Ray Charles,What'd I Say,Ray Charles
1959,51,"""Broken Hearted Melody""",Sarah Vaughan,Broken Hearted Melody,Sarah Vaughan
1959,52,"""Only You (And You Alone)""",Franck Pourcel,Only You (And You Alone),Franck Pourcel
1959,53,"""Gotta Travel On""",Billy Grammer,Gotta Travel On,Billy Grammer
1959,54,"""Poison Ivy""",The Coasters,Poison Ivy,The Coasters
1959,55,"""Turn Me Loose""",Fabian,Turn Me Loose,Fabian
1959,56,"""Lonely Teardrops""",Jackie Wilson,Lonely Teardrops,Jackie Wilson
